accession_no,form_type,cik,name,filed_at,report_date,series_id,filing_url
0001145549-19-000408,N-MFP2,711175,PRUDENTIAL SERIES FUND,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/711175/000114554919000408/0001145549-19-000408-index.htm
0001145549-19-000291,N-MFP2,822977,GOLDMAN SACHS TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/822977/000114554919000291/0001145549-19-000291-index.htm
0000356173-19-000014,N-MFP2,356173,Fidelity Colchester Street Trust,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/356173/000035617319000014/0000356173-19-000014-index.htm
0000878662-19-000004,N-MFP2,878662,FIDELITY CALIFORNIA MUNICIPAL TRUST II,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/878662/000087866219000004/0000878662-19-000004-index.htm
0001145549-19-000701,N-MFP2,930007,PACE SELECT ADVISORS TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/930007/000114554919000701/0001145549-19-000701-index.htm
0001616510-19-000004,N-MFP2,1392417,"MFS INSTITUTIONAL MONEY MARKET PORTFOLIO, A SERIES OF THE MFS SERIES TRUST XIV",2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1392417/000161651019000004/0001616510-19-000004-index.htm
0001145549-19-000302,N-MFP2,814079,Funds For Institutions Series,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/814079/000114554919000302/0001145549-19-000302-index.htm
0001145549-19-000644,N-MFP2,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1227155/000114554919000644/0001145549-19-000644-index.htm
0001145549-19-000466,N-MFP2,888129,GABELLI MONEY MARKET FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/888129/000114554919000466/0001145549-19-000466-index.htm
0001145549-19-000633,N-MFP2,314650,EDWARD JONES MONEY MARKET FUND,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/314650/000114554919000633/0001145549-19-000633-index.htm
0001145549-19-000558,N-MFP2,1107414,STATE STREET INSTITUTIONAL INVESTMENT TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1107414/000114554919000558/0001145549-19-000558-index.htm
0001145549-19-000592,N-MFP2,747576,LEGG MASON PARTNERS MONEY MARKET TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/747576/000114554919000592/0001145549-19-000592-index.htm
0001145549-19-000643,N-MFP2,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1227155/000114554919000643/0001145549-19-000643-index.htm
0000035315-19-000007,N-MFP2,35315,FIDELITY SALEM STREET TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/35315/000003531519000007/0000035315-19-000007-index.htm
0000917286-19-000006,N-MFP2,917286,FIDELITY HEREFORD STREET TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/917286/000091728619000006/0000917286-19-000006-index.htm
0001145549-19-000407,N-MFP2,1062374,VALIC Co II,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1062374/000114554919000407/0001145549-19-000407-index.htm
0001145549-19-000490,N-MFP2,891190,VANGUARD ADMIRAL FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/891190/000114554919000490/0001145549-19-000490-index.htm
0001145549-19-000602,N-MFP2,828806,AIM TREASURERS SERIES TRUST (INVESCO TREASURER'S SERIES TRUST),2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/828806/000114554919000602/0001145549-19-000602-index.htm
0001145549-19-000632,N-MFP2,778202,PNC FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/778202/000114554919000632/0001145549-19-000632-index.htm
0001145549-19-000651,N-MFP2,859037,MORGAN STANLEY NY MUNICIPAL MONEY MARKET TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/859037/000114554919000651/0001145549-19-000651-index.htm
0001145549-19-000642,N-MFP2,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1227155/000114554919000642/0001145549-19-000642-index.htm
0001145549-19-000683,N-MFP2,1060517,UBS Series Funds,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1060517/000114554919000683/0001145549-19-000683-index.htm
0001145549-19-000685,N-MFP2,1060517,UBS Series Funds,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1060517/000114554919000685/0001145549-19-000685-index.htm
0001145549-19-000690,N-MFP2,1060517,UBS Series Funds,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1060517/000114554919000690/0001145549-19-000690-index.htm
0001145549-19-000691,N-MFP2,1060517,UBS Series Funds,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1060517/000114554919000691/0001145549-19-000691-index.htm
0001145549-19-000293,N-MFP2,822977,GOLDMAN SACHS TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/822977/000114554919000293/0001145549-19-000293-index.htm
0001145549-19-000292,N-MFP2,822977,GOLDMAN SACHS TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/822977/000114554919000292/0001145549-19-000292-index.htm
0001145549-19-000339,N-MFP2,1068204,TIAA-CREF LIFE FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1068204/000114554919000339/0001145549-19-000339-index.htm
0001145549-19-000411,N-MFP2,1081400,WELLS FARGO FUNDS TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1081400/000114554919000411/0001145549-19-000411-index.htm
0001145549-19-000444,N-MFP2,710124,NORTHERN INSTITUTIONAL FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/710124/000114554919000444/0001145549-19-000444-index.htm
0001145549-19-000487,N-MFP2,788599,VANGUARD NEW YORK TAX-FREE FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/788599/000114554919000487/0001145549-19-000487-index.htm
0001145549-19-000548,N-MFP2,787441,MAINSTAY FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/787441/000114554919000548/0001145549-19-000548-index.htm
0001145549-19-000562,N-MFP2,1107414,STATE STREET INSTITUTIONAL INVESTMENT TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1107414/000114554919000562/0001145549-19-000562-index.htm
0000035315-19-000006,N-MFP2,35315,FIDELITY SALEM STREET TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/35315/000003531519000006/0000035315-19-000006-index.htm
0001022695-19-000005,N-MFP2,1022695,FIDELITY REVERE STREET TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1022695/000102269519000005/0001022695-19-000005-index.htm
0000894189-19-000123,N-MFP2,356134,FIRST AMERICAN FUNDS INC,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/356134/000089418919000123/0000894189-19-000123-index.htm
0000928816-19-000020,N-MFP2,932101,PUTNAM INVESTMENT FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/932101/000092881619000020/0000928816-19-000020-index.htm
0001145549-19-000604,N-MFP2,828806,AIM TREASURERS SERIES TRUST (INVESCO TREASURER'S SERIES TRUST),2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/828806/000114554919000604/0001145549-19-000604-index.htm
0001145549-19-000626,N-MFP2,798244,MFS SERIES TRUST I,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/798244/000114554919000626/0001145549-19-000626-index.htm
0001145549-19-000648,N-MFP2,857156,CHARLES SCHWAB FAMILY OF FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/857156/000114554919000648/0001145549-19-000648-index.htm
0001145549-19-000659,N-MFP2,857156,CHARLES SCHWAB FAMILY OF FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/857156/000114554919000659/0001145549-19-000659-index.htm
0000357057-19-000003,N-MFP2,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/357057/000035705719000003/0000357057-19-000003-index.htm
0001004726-19-000014,N-MFP2,1039803,PROFUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1039803/000100472619000014/0001004726-19-000014-index.htm
0001258897-19-000019,N-MFP2,856517,MONEY MARKET OBLIGATIONS TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/856517/000125889719000019/0001258897-19-000019-index.htm
0001145549-19-000315,N-MFP2,869663,Ready Assets U.S. Treasury Money Fund,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/869663/000114554919000315/0001145549-19-000315-index.htm
0001145549-19-000555,N-MFP2,1094885,STATE STREET MASTER FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1094885/000114554919000555/0001145549-19-000555-index.htm
0001145549-19-000636,N-MFP2,810893,PIMCO FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/810893/000114554919000636/0001145549-19-000636-index.htm
0001145549-19-000645,N-MFP2,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1227155/000114554919000645/0001145549-19-000645-index.htm
0001145549-19-000678,N-MFP2,1060517,UBS Series Funds,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1060517/000114554919000678/0001145549-19-000678-index.htm
0001145549-19-000296,N-MFP2,822977,GOLDMAN SACHS TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/822977/000114554919000296/0001145549-19-000296-index.htm
0001145549-19-000705,N-MFP2,701939,SEI DAILY INCOME TRUST /MA/,2019-01-08,2018-12-31,S000006774,https://www.sec.gov/Archives/edgar/data/701939/000114554919000705/0001145549-19-000705-index.htm
0001718745-19-000021,N-MFP2,1217286,JPMorgan Trust I,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1217286/000171874519000021/0001718745-19-000021-index.htm
0001718745-19-000027,N-MFP2,763852,JPMORGAN TRUST II,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/763852/000171874519000027/0001718745-19-000027-index.htm
0001145549-19-000631,N-MFP2,778202,PNC FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/778202/000114554919000631/0001145549-19-000631-index.htm
0001398344-19-000343,N-MFP2,778206,SHELTON FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/778206/000139834419000343/0001398344-19-000343-index.htm
0001145549-19-000499,N-MFP2,746458,AMERICAN CENTURY MUNICIPAL TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/746458/000114554919000499/0001145549-19-000499-index.htm
0001145549-19-000514,N-MFP2,1034386,"T. Rowe Price Reserve Investment Funds, Inc.",2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1034386/000114554919000514/0001145549-19-000514-index.htm
0001145549-19-000564,N-MFP2,1011008,State Street Navigator Securities Lending Trust,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1011008/000114554919000564/0001145549-19-000564-index.htm
0001145549-19-000575,N-MFP2,1140869,MASTER PORTFOLIO TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1140869/000114554919000575/0001145549-19-000575-index.htm
0001145549-19-000630,N-MFP2,778202,PNC FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/778202/000114554919000630/0001145549-19-000630-index.htm
0000356173-19-000013,N-MFP2,356173,Fidelity Colchester Street Trust,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/356173/000035617319000013/0000356173-19-000013-index.htm
0000917286-19-000009,N-MFP2,917286,FIDELITY HEREFORD STREET TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/917286/000091728619000009/0000917286-19-000009-index.htm
0001145549-19-000304,N-MFP2,814079,Funds For Institutions Series,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/814079/000114554919000304/0001145549-19-000304-index.htm
0001718745-19-000026,N-MFP2,1217286,JPMorgan Trust I,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1217286/000171874519000026/0001718745-19-000026-index.htm
0001145549-19-000437,N-MFP2,916620,NORTHERN FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/916620/000114554919000437/0001145549-19-000437-index.htm
0001145549-19-000646,N-MFP2,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1227155/000114554919000646/0001145549-19-000646-index.htm
0001145549-19-000289,N-MFP2,822977,GOLDMAN SACHS TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/822977/000114554919000289/0001145549-19-000289-index.htm
0001145549-19-000277,N-MFP2,908695,USAA MUTUAL FUNDS TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/908695/000114554919000277/0001145549-19-000277-index.htm
0001145549-19-000290,N-MFP2,822977,GOLDMAN SACHS TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/822977/000114554919000290/0001145549-19-000290-index.htm
0001145549-19-000535,N-MFP2,863209,INVESTORS CASH TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/863209/000114554919000535/0001145549-19-000535-index.htm
0001145549-19-000544,N-MFP2,862021,AB FIXED INCOME SHARES INC,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/862021/000114554919000544/0001145549-19-000544-index.htm
0001145549-19-000581,N-MFP2,747576,LEGG MASON PARTNERS MONEY MARKET TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/747576/000114554919000581/0001145549-19-000581-index.htm
0001145549-19-000299,N-MFP2,1046292,GOLDMAN SACHS VARIABLE INSURANCE TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1046292/000114554919000299/0001145549-19-000299-index.htm
0001145549-19-000333,N-MFP2,356476,GREAT-WEST FUNDS INC,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/356476/000114554919000333/0001145549-19-000333-index.htm
0001145549-19-000367,N-MFP2,1026977,CITY NATIONAL ROCHDALE FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1026977/000114554919000367/0001145549-19-000367-index.htm
0001145549-19-000480,N-MFP2,106830,VANGUARD MONEY MARKET RESERVES,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/106830/000114554919000480/0001145549-19-000480-index.htm
0001145549-19-000510,N-MFP2,920467,"T. Rowe Price Fixed Income Series, Inc.",2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/920467/000114554919000510/0001145549-19-000510-index.htm
0001145549-19-000657,N-MFP2,857156,CHARLES SCHWAB FAMILY OF FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/857156/000114554919000657/0001145549-19-000657-index.htm
0000894189-19-000121,N-MFP2,356134,FIRST AMERICAN FUNDS INC,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/356134/000089418919000121/0000894189-19-000121-index.htm
0001145549-19-000418,N-MFP2,1081400,WELLS FARGO FUNDS TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1081400/000114554919000418/0001145549-19-000418-index.htm
0001145549-19-000445,N-MFP2,710124,NORTHERN INSTITUTIONAL FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/710124/000114554919000445/0001145549-19-000445-index.htm
0001145549-19-000507,N-MFP2,912029,"T. Rowe Price Summit Municipal Funds, Inc.",2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/912029/000114554919000507/0001145549-19-000507-index.htm
0000793769-19-000002,N-MFP2,793769,HARBOR FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/793769/000079376919000002/0000793769-19-000002-index.htm
0000880799-19-000004,N-MFP2,880799,FIDELITY MUNICIPAL TRUST II,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/880799/000088079919000004/0000880799-19-000004-index.htm
0001145549-19-000526,N-MFP2,703642,DEUTSCHE DWS MONEY MARKET TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/703642/000114554919000526/0001145549-19-000526-index.htm
0001145549-19-000416,N-MFP2,1081400,WELLS FARGO FUNDS TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1081400/000114554919000416/0001145549-19-000416-index.htm
0001145549-19-000483,N-MFP2,1273878,VANGUARD CMT FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1273878/000114554919000483/0001145549-19-000483-index.htm
0001145549-19-000489,N-MFP2,106830,VANGUARD MONEY MARKET RESERVES,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/106830/000114554919000489/0001145549-19-000489-index.htm
0000356173-19-000010,N-MFP2,356173,Fidelity Colchester Street Trust,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/356173/000035617319000010/0000356173-19-000010-index.htm
0000357057-19-000004,N-MFP2,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/357057/000035705719000004/0000357057-19-000004-index.htm
0000704207-19-000004,N-MFP2,704207,Fidelity Newbury Street Trust,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/704207/000070420719000004/0000704207-19-000004-index.htm
0001718745-19-000019,N-MFP2,1659326,JPMorgan Trust IV,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1659326/000171874519000019/0001718745-19-000019-index.htm
0001718745-19-000023,N-MFP2,763852,JPMORGAN TRUST II,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/763852/000171874519000023/0001718745-19-000023-index.htm
0001145549-19-000552,N-MFP2,1094885,STATE STREET MASTER FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1094885/000114554919000552/0001145549-19-000552-index.htm
0001145549-19-000667,N-MFP2,933691,JNL SERIES TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/933691/000114554919000667/0001145549-19-000667-index.htm
0001145549-19-000301,N-MFP2,814079,Funds For Institutions Series,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/814079/000114554919000301/0001145549-19-000301-index.htm
0000880709-19-000004,N-MFP2,880709,FIDELITY COURT STREET TRUST II,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/880709/000088070919000004/0000880709-19-000004-index.htm
0001258897-19-000015,N-MFP2,856517,MONEY MARKET OBLIGATIONS TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/856517/000125889719000015/0001258897-19-000015-index.htm
0001580642-19-000086,N-MFP2,1029068,ADVISORONE FUNDS,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1029068/000158064219000086/0001580642-19-000086-index.htm
0000928816-19-000016,N-MFP2,81248,PUTNAM MONEY MARKET FUND,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/81248/000092881619000016/0000928816-19-000016-index.htm
0001022695-19-000008,N-MFP2,1022695,FIDELITY REVERE STREET TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1022695/000102269519000008/0001022695-19-000008-index.htm
0001258897-19-000014,N-MFP2,912577,FEDERATED INSURANCE SERIES,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/912577/000125889719000014/0001258897-19-000014-index.htm
0001145549-19-000360,N-MFP2,1317146,MML Series Investment Fund II,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/1317146/000114554919000360/0001145549-19-000360-index.htm
0001145549-19-000522,N-MFP2,858372,CASH ACCOUNT TRUST,2019-01-08,2018-12-31,,https://www.sec.gov/Archives/edgar/data/858372/000114554919000522/0001145549-19-000522-index.htm
